0:0.093    1:0.315    2:0.275    3:0.316
0:0.199    1:0.295    2:0.256    3:0.250
0:0.145    1:0.335    2:0.206    3:0.315
0:0.156    1:0.355    2:0.265    3:0.223
0:0.179    1:0.285    2:0.304    3:0.232
0:0.121    1:0.361    2:0.254    3:0.264
0:0.189    1:0.336    2:0.242    3:0.233
0:0.180    1:0.359    2:0.284    3:0.177
0:0.105    1:0.379    2:0.257    3:0.258
0:0.215    1:0.329    2:0.229    3:0.227
0:0.189    1:0.339    2:0.299    3:0.172
0:0.151    1:0.312    2:0.335    3:0.203
0:0.175    1:0.327    2:0.236    3:0.262
0:0.067    1:0.309    2:0.318    3:0.306
0:0.165    1:0.325    2:0.273    3:0.237
0:0.128    1:0.299    2:0.291    3:0.282
0:0.150    1:0.289    2:0.242    3:0.319
0:0.189    1:0.313    2:0.269    3:0.229
0:0.096    1:0.337    2:0.284    3:0.284
0:0.085    1:0.340    2:0.313    3:0.262
0:0.101    1:0.360    2:0.292    3:0.247
0:0.137    1:0.330    2:0.255    3:0.278
0:0.207    1:0.309    2:0.241    3:0.242
0:0.132    1:0.299    2:0.270    3:0.299
0:0.202    1:0.344    2:0.213    3:0.241
0:0.193    1:0.322    2:0.217    3:0.268
0:0.215    1:0.315    2:0.238    3:0.232
0:0.082    1:0.242    2:0.218    3:0.459
0:0.169    1:0.339    2:0.217    3:0.276
0:0.198    1:0.350    2:0.261    3:0.191
0:0.230    1:0.292    2:0.317    3:0.161
0:0.121    1:0.359    2:0.226    3:0.293
0:0.199    1:0.290    2:0.203    3:0.308
0:0.173    1:0.267    2:0.277    3:0.283
0:0.282    1:0.275    2:0.234    3:0.209
0:0.255    1:0.316    2:0.240    3:0.189
0:0.167    1:0.291    2:0.213    3:0.329
0:0.150    1:0.305    2:0.277    3:0.267
0:0.141    1:0.345    2:0.312    3:0.202
0:0.109    1:0.323    2:0.305    3:0.263
0:0.190    1:0.369    2:0.209    3:0.231
0:0.165    1:0.351    2:0.197    3:0.287
0:0.086    1:0.320    2:0.309    3:0.285
0:0.152    1:0.306    2:0.241    3:0.302
0:0.099    1:0.288    2:0.288    3:0.326
0:0.131    1:0.357    2:0.271    3:0.241
0:0.126    1:0.264    2:0.292    3:0.318
0:0.081    1:0.385    2:0.283    3:0.252
0:0.122    1:0.316    2:0.316    3:0.246
0:0.182    1:0.368    2:0.262    3:0.189
0:0.208    1:0.297    2:0.236    3:0.260
0:0.147    1:0.311    2:0.297    3:0.244
0:0.116    1:0.361    2:0.272    3:0.251
0:0.097    1:0.358    2:0.284    3:0.260
0:0.126    1:0.358    2:0.300    3:0.216
0:0.257    1:0.349    2:0.132    3:0.262
0:0.163    1:0.316    2:0.274    3:0.247
0:0.278    1:0.337    2:0.224    3:0.160
0:0.244    1:0.374    2:0.251    3:0.130
0:0.152    1:0.333    2:0.275    3:0.239
0:0.203    1:0.315    2:0.269    3:0.213
0:0.213    1:0.298    2:0.280    3:0.209
0:0.147    1:0.275    2:0.291    3:0.287
0:0.283    1:0.318    2:0.188    3:0.212
0:0.121    1:0.274    2:0.242    3:0.364
0:0.180    1:0.333    2:0.280    3:0.207
0:0.227    1:0.326    2:0.259    3:0.188
0:0.161    1:0.320    2:0.296    3:0.223
0:0.157    1:0.379    2:0.298    3:0.166
0:0.179    1:0.328    2:0.240    3:0.253
0:0.120    1:0.313    2:0.299    3:0.269
0:0.103    1:0.351    2:0.272    3:0.274
0:0.080    1:0.388    2:0.304    3:0.228
0:0.210    1:0.316    2:0.261    3:0.212
0:0.233    1:0.359    2:0.223    3:0.185
0:0.150    1:0.366    2:0.275    3:0.210
0:0.118    1:0.287    2:0.261    3:0.334
0:0.203    1:0.306    2:0.234    3:0.257
0:0.096    1:0.335    2:0.299    3:0.270
0:0.141    1:0.353    2:0.280    3:0.226
0:0.230    1:0.302    2:0.287    3:0.181
0:0.122    1:0.302    2:0.360    3:0.216
0:0.133    1:0.311    2:0.266    3:0.290
0:0.154    1:0.282    2:0.288    3:0.276
0:0.120    1:0.321    2:0.262    3:0.297
0:0.173    1:0.471    2:0.175    3:0.181
0:0.189    1:0.367    2:0.211    3:0.234
0:0.099    1:0.377    2:0.285    3:0.240
0:0.137    1:0.338    2:0.286    3:0.239
0:0.208    1:0.338    2:0.233    3:0.222
0:0.190    1:0.265    2:0.263    3:0.282
0:0.269    1:0.324    2:0.192    3:0.214
0:0.197    1:0.333    2:0.321    3:0.150
0:0.185    1:0.336    2:0.282    3:0.197
0:0.167    1:0.294    2:0.241    3:0.298
0:0.105    1:0.288    2:0.313    3:0.294
0:0.137    1:0.296    2:0.275    3:0.291
0:0.215    1:0.352    2:0.217    3:0.216
0:0.150    1:0.322    2:0.284    3:0.244
0:0.125    1:0.311    2:0.299    3:0.266
0:0.140    1:0.285    2:0.318    3:0.256
0:0.146    1:0.350    2:0.289    3:0.215
0:0.145    1:0.303    2:0.263    3:0.289
0:0.115    1:0.338    2:0.289    3:0.259
0:0.151    1:0.345    2:0.252    3:0.252
0:0.169    1:0.346    2:0.141    3:0.344
0:0.204    1:0.304    2:0.310    3:0.183
0:0.190    1:0.295    2:0.264    3:0.251
0:0.227    1:0.349    2:0.267    3:0.158
0:0.150    1:0.309    2:0.267    3:0.274
0:0.236    1:0.312    2:0.276    3:0.177
0:0.248    1:0.309    2:0.259    3:0.184
0:0.205    1:0.316    2:0.280    3:0.199
0:0.178    1:0.311    2:0.339    3:0.173
0:0.170    1:0.302    2:0.297    3:0.231
0:0.200    1:0.330    2:0.205    3:0.265
0:0.152    1:0.346    2:0.284    3:0.218
0:0.119    1:0.317    2:0.315    3:0.249
0:0.191    1:0.317    2:0.236    3:0.256
0:0.117    1:0.317    2:0.317    3:0.249
0:0.210    1:0.308    2:0.249    3:0.233
0:0.180    1:0.359    2:0.245    3:0.216
0:0.212    1:0.361    2:0.188    3:0.239
0:0.129    1:0.301    2:0.261    3:0.309
0:0.195    1:0.286    2:0.342    3:0.177
0:0.176    1:0.350    2:0.184    3:0.290
0:0.180    1:0.290    2:0.330    3:0.199
0:0.190    1:0.403    2:0.227    3:0.180
0:0.202    1:0.318    2:0.183    3:0.296
0:0.202    1:0.315    2:0.272    3:0.211
0:0.245    1:0.312    2:0.214    3:0.229
0:0.155    1:0.345    2:0.267    3:0.234
0:0.139    1:0.314    2:0.360    3:0.188
0:0.130    1:0.354    2:0.258    3:0.258
0:0.174    1:0.341    2:0.280    3:0.205
0:0.103    1:0.304    2:0.300    3:0.294
0:0.153    1:0.339    2:0.256    3:0.252
0:0.130    1:0.348    2:0.321    3:0.201
0:0.167    1:0.317    2:0.251    3:0.265
0:0.175    1:0.336    2:0.277    3:0.212
0:0.137    1:0.344    2:0.306    3:0.213
0:0.151    1:0.332    2:0.226    3:0.291
0:0.170    1:0.349    2:0.218    3:0.263
0:0.180    1:0.300    2:0.301    3:0.219
0:0.115    1:0.307    2:0.309    3:0.269
0:0.147    1:0.337    2:0.276    3:0.241
0:0.105    1:0.300    2:0.349    3:0.247
0:0.128    1:0.390    2:0.277    3:0.205
0:0.170    1:0.344    2:0.260    3:0.225
0:0.175    1:0.310    2:0.260    3:0.255
0:0.206    1:0.359    2:0.233    3:0.201
0:0.182    1:0.317    2:0.265    3:0.236
0:0.227    1:0.299    2:0.346    3:0.127
0:0.165    1:0.303    2:0.272    3:0.260
0:0.159    1:0.318    2:0.250    3:0.273
0:0.196    1:0.371    2:0.172    3:0.261
0:0.208    1:0.238    2:0.326    3:0.228
0:0.102    1:0.328    2:0.277    3:0.292
0:0.080    1:0.346    2:0.320    3:0.255
0:0.146    1:0.338    2:0.212    3:0.304
0:0.102    1:0.338    2:0.283    3:0.277
0:0.096    1:0.313    2:0.347    3:0.243
0:0.177    1:0.310    2:0.286    3:0.227
0:0.127    1:0.281    2:0.306    3:0.286
0:0.190    1:0.338    2:0.238    3:0.234
0:0.129    1:0.360    2:0.310    3:0.201
0:0.126    1:0.353    2:0.301    3:0.220
0:0.381    1:0.284    2:0.004    3:0.332
0:0.086    1:0.536    2:0.002    3:0.376
0:0.291    1:0.399    2:0.003    3:0.306
0:0.103    1:0.413    2:0.004    3:0.480
0:0.185    1:0.407    2:0.004    3:0.404
0:0.140    1:0.454    2:0.003    3:0.403
0:0.196    1:0.399    2:0.004    3:0.401
0:0.280    1:0.349    2:0.007    3:0.365
0:0.173    1:0.445    2:0.005    3:0.377
0:0.149    1:0.355    2:0.002    3:0.495
0:0.126    1:0.392    2:0.006    3:0.476
0:0.258    1:0.435    2:0.009    3:0.298
0:0.175    1:0.399    2:0.006    3:0.420
0:0.124    1:0.511    2:0.010    3:0.354
0:0.207    1:0.432    2:0.009    3:0.352
0:0.053    1:0.421    2:0.002    3:0.525
0:0.076    1:0.517    2:0.002    3:0.405
0:0.266    1:0.428    2:0.006    3:0.299
0:0.156    1:0.449    2:0.007    3:0.388
0:0.133    1:0.394    2:0.002    3:0.472
0:0.141    1:0.450    2:0.002    3:0.408
0:0.222    1:0.442    2:0.006    3:0.329
0:0.151    1:0.392    2:0.006    3:0.451
0:0.231    1:0.298    2:0.001    3:0.470
0:0.084    1:0.519    2:0.005    3:0.391
0:0.109    1:0.385    2:0.001    3:0.505
0:0.268    1:0.323    2:0.003    3:0.406
0:0.125    1:0.507    2:0.009    3:0.358
0:0.254    1:0.386    2:0.002    3:0.358
0:0.231    1:0.428    2:0.004    3:0.338
0:0.069    1:0.484    2:0.002    3:0.445
0:0.269    1:0.321    2:0.005    3:0.406
0:0.096    1:0.526    2:0.005    3:0.374
0:0.199    1:0.320    2:0.002    3:0.479
0:0.201    1:0.428    2:0.005    3:0.366
0:0.227    1:0.312    2:0.005    3:0.455
0:0.150    1:0.418    2:0.009    3:0.423
0:0.145    1:0.409    2:0.002    3:0.444
0:0.178    1:0.448    2:0.004    3:0.370
0:0.234    1:0.357    2:0.002    3:0.407
0:0.024    1:0.396    2:0.006    3:0.574
0:0.270    1:0.344    2:0.001    3:0.385
0:0.168    1:0.502    2:0.007    3:0.323
0:0.316    1:0.334    2:0.002    3:0.348
0:0.065    1:0.601    2:0.010    3:0.324
0:0.238    1:0.361    2:0.006    3:0.396
0:0.053    1:0.593    2:0.002    3:0.352
0:0.288    1:0.385    2:0.008    3:0.319
0:0.153    1:0.427    2:0.008    3:0.412
0:0.088    1:0.404    2:0.004    3:0.504
